Review Text,Star
"I go on Tuesday nights to dance. The Corro Van Such band plays every Tues and there is no place to be for dancing swing, latin, rumba, nightclub and more! The band starts at nine and finishes at one. Drinks are reasonable. Lots of parking.",5-star
"We certainly did not mind the 2 drink minimum as we danced to the Corro Van-Such Band. Great band and great music! Not strictly jazz - they played a lot of great top songs from yesteryear. Also very engaging with the audience and dancers, and even called us by our names through the evening. It's a cozy bar with good service. We thought it was a perfect off-the-strip choice for part of a romantic date night. It did not disappoint. Lots of happy people having a great time dancing, or watching the dancers.",5-star
Located at the main hotel entrance of the Tuscany hotel and casino. Inexpensive beers and cocktails and a nonsmoking lounge. Happy hour from 5p-7pm except on Monday night football. Live music nightly and a small dance floor.,4-star
"The worst restaurant on the planet. Made a reservation for New Year's Eve on opentable, went to the restaurant only to find that the restaurant was closed! What kind of restaurant is closed on NYE? Who leaves their open table open? How does a restaurant not recognize that there are reservations? This is absolutely unacceptable and the owners should be ashamed. I would give it negative stars if I could",1-star
The waitress didn't write our order down and ended up messing everything up. We were five and no one got what they actually ordered. Someone had an almost raw hamburger so asked to have it well done and it took 20 minutes for it to come back and it came back medium rare. Very disappointed.,1-star
"Arnaqueurs ils profitent de l'afflux de touristes et n'offrent pas un service décent, bouffe correcte mais prix cher pour ce que c'est et vous font payer l'eau !",1-star
Very bad service and i had the worst martini ever !!! I ask for a dirty martini and it tastes like orange and then the guy that is not a bartender try to make me one to replace it and gave me attitude!!! It was the so bad it burn my mouth,1-star
"Authentic and delicious Greek food on a beautiful patio! What more can one ask for? Yannis, our waiter, was not only friendly and accommodating but took the time to make us 3 custom designed cocktails. An amazing find in the city, you will not be disappointed!",5-star
"This is a very authentic Greek Restaurant and the new manager is keeping it that way! I have been to Greece 3 times and The Souvlaki, Mousskka, and Greek salad very fresh and delicious! The best was at the end of the meal when the Manager prepared the delicious Greek Coffee at our table then brought a huge piece of homemade Baklava that melted in our mouths! The ONLY downside is the weak beer list but he explained that they have a contract with Moulson so unfortunately the restaurant cannot bring in any Micro Beers from all the fabulous Local Breweries for 2 more years but don't let that stop you from having a deliciously authentic Greek meal here!",5-star
"We had a fabulous time at Pireas on a Sunday night. We stumbled onto their lovely patio because le Champagnerie across the street had no outdoor seating. What a lucky find! Giannis the manager/owner was our server, and he was amazing. Fun, friendly, and recommended the single best bottle of wine we drank during a long weekend in Montreal. We shared a bunch of appetizers - spanakopita, the cold pikilia (a meze platter with various pita dipping sauce and dolmades), sausages and saganaki (flaming cheese cooked tableside). Everything was delicious. The patio in Old Montreal is spacious and has one of the best views/vibes of the city. The inside restaurant was also lovely, though we stayed on the patio for our visit. They also brought a cake with a sparkler after overhearing it was our friend's birthday. Lovely experience; highly recommended!",5-star
"I had dinner at Pireas a few days ago with my father. The meals were made in large portions and the waiters were friendly. I had a few drinks such as a cosmopolitan. The drinks were a delight and the place had live music, which was great. my overall experience was positive and I would go back again.",5-star
Great ambiance and food. Servers and staff are friendly. The restaurant hosts live performers from Greece. Overall the restaurant provides an authentic Greek cultural experience.,5-star
"The restaurant is beautiful. The staff is friendly. The chicken souvlaki is arguably the best in the city. They also have entertaining, live bouzouki on weekends. My only criticism is directed towards Montreal construction. They have to hurry up on Saint-Paul E. Every day I walk down that street and just wonder how these businesses are managing.",5-star
"Best Greek food I've had. I took the pork souvlaki, with the Ceasar salad, which had a nice Greek touch with feta cheese and home made croutons with olive oil. The spicy feta dip and the pita are definitely an amazing starter. Will definitely come back with friends and family. Everything on the menu looks amazing. My friend took the salmon and the dolmades, which was also delicious. Very good pricing for the plates we got.",5-star
"This could not have been a better lunch! Sangria was perfect for the weather, the dolmades were stunning and the Salmon was the best I've had in a very, very long time. I absolutely recomend this place.",5-star
"Not what was promised. We ordered dolmadakia (rice wrapped in vine leaves) and we asked if it's fresh, we were told its home made, as well as home made tiropites and spanakopites, truth be told it was canned dolmadakia and the same Frozen spanakopites I buy from Costco. Big disappointment. At least tell me they're not home made, don't lie to me, I'm Greek!!! Not to mention in the food business. I came to support your place, and I was lied to in my face",2-star
Nice restaurant! If you like Greek food and Greek ambiance this the place to go! The owner is very nice and they have a live music! Food was very fresh!,5-star
"Absolutely terrible service, took over 15 minutes to get asked our drink order. Food was mediocre, cheap meat and very dry. Waited for the check for over 30 minutes since we were not checked in on by our waiter but one time and the restaurant was not busy. Will not be coming back.",1-star
"The food is great Pittsburgh food. The atmosphere typical sports bar, so that's cool. The bartender Jessica needs to go, she was absolutely the rudest bartender in town. She rolled her eyes because I changed my mind. If she is ever at he bar again when I come in I'll leave.",3-star
"I was excited to try the Pittsburgh staple for the first time but ended up being disappointed. The fries in my sandwich were cold and soggy. They clearly were not freshly prepared. I got the pastrami and it's not really top notch deli quality. It could have used mustard, too. Still I'm happy I got a chance to try, and the service was good!",3-star
"Had the Nachos and one of their feature beers, all good. Enjoyed our waitress banter, a fun place to grab a snack after watching the Colonials game at the Island. You certainly need to navigate the menu for choice items, but this snack worked out for us. Enjoy",4-star
"We've been here many times since this location opened. It's one of those things that you don't review unless it's one extreme or another. Tonight was the final bad experience. We were seated and waited 15 minutes before our waitress came by. A food runner tried to give us another order and I told him we've never seen a waitress. Mysteriously she finally shows up to take our drink order. 8 minutes later I finally had a beer in my hand and shortly after we ordered. We ordered a pizza, couple salads and a smallman St fry. The salads we're okay, but pizza and fries were completely inedible. Fries were cold, and a blob of grease (more than normal). The pizza dough was half cooked, paper flat, and wet. Took close to another 15 minutes to find our waitress to complain too. The ""manager"" stopped by and told us he'd take them off the check. I told him this wasn't our first bad experience. I expected the salads to get comped too. Nope. Still left with a $40 check that half of our party didn't eat. I explained my upset to our waitress. To which she replied, yeah we get busy and things go down hill. But it wasn't busy. There was no wait for a table. Guess when I'm craving Primantis, we'll have to sick to the Crafton location. The crew of this Moon location cost themselves a long time customer in us.",1-star
"Dinner Dec 7 Service was incredible. Atmosphere was ""my kinda place"" except for all the Steelers stuff, but hey, I was in Pittsburgh. Got the #2 best seller -- the #1 best seller you ask - BEER. This sandwich was a monster. And at $7.99 a very very reasonably priced entree. I heard tell Pittsburgians drink and can eat two of these things! SALUTE, cuz my fat arse couldn't finish 1 ! My only compliant/comment on the #2 was it needed a sauce of some sort or maybe ketchup/mayo - which I will do next time! Got the Retro Tots - loved them, but loved that house made dipping sauce EVEN more. Upon further discussion, learned some of the Primanti insiders put that retro tot sauce on their sandwiches - great idea. Wings were very small and priced accordingly - but sauces were way above average.",4-star
"Maybe it was the san which that i ordered, it just was not good at all. I ordered their pitt sandwich and i was disappointed. The patty used was dry and almost meatloaf in tasted and flavor. I kept using different sauces they had to make it taste better but i just could not finish the sandwich. I appreciate the service and the huge selection of beers though.",2-star
"We came here on a work trip, expecting a typical sports bar. Our waiter Matthew went through the menu with us and was terrific! We got a couple sandwiches with the intent to split. I guess it was a little more complicated so the manager came over to figure out exactly what we wanted! Above and beyond service that is rare to come by these days!! Terrific place and service!",5-star
"I have always stayed at La Quinta while in Pittsburgh, and it's so nice to have Primanti Brothers within a short walking distance (and no highway to cross)! Food is fantastic, great prices on both food and happy hour drinks, and you can get beer to go if you want to relax in your hotel room. If only they had a smoking section but I understand the local laws. Great ambiance, wonderful staff! I'll be back!",4-star
"We heard that a trip to Pittsburgh wasn't complete without a visit to Primanti Brothers so we found this location in Moon on the way to the airport. Our server was really great and talked us through the menu since it was our first visit. He was patient and kind and explained a lot. The food was good. I had the tater tots with bacon, cheese, and ranch dressing and they were delicious. Shared a piece of pizza, ours was not very well done but the guy next to us had a piece that looked amazing. The chili was good, obviously made fresh, crunchy onions, a touch of sweetness. This location is very close to a military base and when we were there the place was filled with men and women in uniform... support our troops in any way you can and if you have the opportunity and the ability, contribute towards their meal! They deserve to know that they have our support. **==",4-star
This place is dirty. Sat in the bar area and it had a weird smell like stagnant water or something. Food was good as ever and service was good. But this place needs a good scrub down!,2-star
Expected More The food was good but for being famous I was expecting out of this world. It was good but nothing really spectacular.,4-star
"Who doesn't love primantis?!!! A place where the French fries, ranch dressing, and beer never stop coming! It's a friendly atmosphere and if you aren't from the burgh the staff and patrons will make you feel welcome. Get the steak salad, but be forewarned this isn't going to fall in your paleo/no carb/low fat diet. It's totally worth it tho!",5-star
"I am a fan of the Almost Famous Primanti Bros sandwiches. Every Time I come to Pittsburgh, I need to have one. Today our wait staff was Michael, he was great and helpful.",5-star
"I've been here a few times and each experience is so-so. The first time everything was amazing. The second time I had won a gift card so my boyfriend and I went and everything was dry. When we went the third time, my boyfriend and I, we only order appetizers. That was better than before. The servers don't really give you much attention. We went as a group of 6 to drink and eat. It was so difficult to get drinks. Our server went and sat down 3 tables away to eat while we were trying to order more drinks and food. We sat there for 20 minutes until he came back to ask if we wanted more drinks. He was taking forever to grab beers and bring them to us, 20 minutes, and we were some of the only people there. The server, Corey, messed up all of our checks several times. After five tries he finally got things right. We were furious about the lack of serves that we left him with $1 tip between everyone. I hate not tipping 20% but if I'm going to be ignored or watch you eat and drink while we have nothing I'm going to tip in reflection to my serves.",1-star
For years my friends from Pittsburgh have raved about this place and I had to try it out. I wasn't disappointed and it has become one of my favorite sandwiches in the country. I can't wait to be in the area again so I can delight my tastebuds again.,4-star
"I need to not be so critical. Everybody has a bad night or two. The sandwiches are great, beer cold and the service is good. How can you not like a place that has a balloon animal station for the kids during dinner time?",4-star
I have the steak sandwich when I wind up there. service can be spotty at times depending on how busy they are. over all not bad.,4-star
"Great food. Had a minor issue, but the manager on duty, shawn, helped us and everything was excellent. Definitely be back because of him.",5-star
"Good solid bread, pretty well cooked meat, cheese, fries and coleslaw! That pretty much sums up the experience. Taste was very good and the quantity was amazing. The only reason I took off a star is I found it dry! A sort of gravy or anything would have made it earn a star more. After a few bites it kind of felt sticking in the throat. Except that everyone on the table enjoyed the meal. A memorable one indeed. Primanti in a way defines pittsburgh. Its all well and good but somewhere it lacks something that we arent able to identify. Cheers!",4-star
"I brought 80 high school kids to this location on a SATURDAY, and I was floored at how prepared they were for us. Large ensemble directors, this is your place. The organization was impeccable, and I just can't thank Hagen, Sean, and their talented team for giving us such a wonderful experience.",5-star
Great food and atmosphere. Nice bar area and family dining area. Plenty of television for sports viewing and entertainment.,5-star
"Fairly bland sandwich, very weak drinks. They no longer sell their famous Pittsburgher with roast beef, ham and turkey that made them famous. I had to order that special. And I ordered a rum drink. It had no rum in it at all that I could tell. I tasted no rum in it so I assume that it had none. I asked the waitress about it and she told me that Primanti's is not known for their mixed drinks but it is for their sandwiches and beer. Maybe that's why. It was an expensive fruit drink. The service though was superb.",3-star
"Primanti Brothers is an institution. There is absolutely no argument from me there. I've seen them on Man vs Food, other Travel Channel types of food shows, etc. It's a very well known place and I was looking forward to going there. This is not their ""main"" location but it was the most convenient location to where I was staying in Pittsburgh. I've had other types of ""overstuffed"" sandwiches before and I've always seemed to enjoy them. I arrived and it's set up pretty much like any other chain type of restaurant (i.e. hostess stand when you walk in, dining room to your right, and bar/additional dining area to your left). I grabbed a booth and was happy to see they had TV's everywhere. It's definitely a sports themed type of place. This would definitely be a good place to catch a game. They have phenomenal happy hour prices throughout the week and seem to have a different special just about every day of the week. I knew I was getting a sandwich but I wasn't sure which one I was going with. I debated between the Roast Beef and cheese and the pastrami and cheese. Then, the waitress came over and told me a lot of people had been ordering the ""When Pigs Fly"" sandwich which was a new one. It was turkey, ham and bacon complete with all the other fixings. I didn't read on the menu that it also contained a fried egg. I'm not a fan of fried eggs on lunch or dinner types of sandwiches, like a burger, for example. I decided to go with the When Pigs Fly. Major props to Primanti's because the sandwich was served quickly. It's two thick slices of bread, the turkey, ham, bacon, tomato, cole slaw and french fries...and the fried egg. Again, I was not a huge fan of the fried egg on the sandwich. The sandwich also needed some type of dressing or sauce as it was a little on the drier side. I decided to use some ketchup at the end. I liked the sandwich but it was not life changing. As an FYI, there's not a ton of meat. There's a lot of fillers but I did particularly like the cole slaw. It was more lettuce as it was not mayo based. It was a vinegar based cole slaw which was cool. I also liked the french fries that came on the sandwich. Overall, I definitely liked the sandwich and it was pretty reasonably priced at about $9 or so. If you're in Pittsburgh, I think you need to come here for the experience. Service was fast and friendly throughout.",3-star
"We don't have a Primanti Brothers where I'm from so, while visiting Pittsburgh, I had to swing by and have a sandwich. I can only say that it was surprisingly fantastic. One wouldn't expect a sandwich of fries, beef and coleslaw to be tasty, but in fact it was. A hearty sandwich and a couple cold beers were perfect for this blustery, winter day.",4-star
nothing to write home about. nothing really had any taste. not enough seasoning or cheese on their sandwiches. lots of us tried different sandwiches and really none of us thought they were anything special. maybe just go to the original location. glorified applebees,2-star
Decent food and great service. I am from out of town and the bartenders were the most beautiful women I saw in Pittsburgh. Totally worth it!,4-star
"Pretty sub-par. The spicy battered pickles were thin slivers and not spicy. Bummer. My ranch fries were pretty good but don't let them fool you into believe this stuff is freshly cut. All of my friends had their Pitts-burger and most didn't finish because it was so poorly done. Oh, well. Don't plan on going back.",2-star
"Before I begin my account of last weekend's double date lunch at this Primanti's, I must first address some of the snarkier (obnoxious? rude? insincere? worthy of a boot to the head?) reviews. #1-The place was not dirty. Those who say it was either came on a bad night or are attempting to libel a city through one of its institutions for whatever warped reasons they have floating around in their malformed brains. #2-The staff was not rude, socially backward, or any such thing. I had zero caveats about the service. Our waiter was attentive, clean-cut, spot-on, and unintrusive. See #1 for the rest. My God, do you people hate our city that much? High school is over. You are no longer in 10th grade. Move on. #3-I had no problem with the paper cups. I don't know why one would not expect paper cups from an eatery such as this. #4-We were given real silverware. #5-Who in the frack orders sparkling water at a Primanti's restaurant only to slag them for not having it? Having ranted sufficiently, this very suburban Primanti's is for people who find the original Strip District locale to be a little too raw for their timid souls; the self-titled Metallica album vs. Kill 'Em All. This is a case of the Bob Rock figure coming to the Primanti's people and telling them they need to be a little more like Applebee's. Now having said all of THAT, I was shocked at the amount of choices this Primanti's offers and at how relatively tranquil it was. There were even video games! How's that for family friendly? This Primanti's has pizza, pierogi, 8 different salads, fried pickles, stuffed pretzels, jalapeno poppers, nachos, wings, a gyro, 5 Crostini sandwiches, Chicken Al Fredo (!), Sausage Al Forno (uhhh what?) a burger (I almost ordered one just to see how they do a burger but was thwarted by my companions), and (I'm not jaggin' ze wires) dessert! More on the sweets later. No, I would go Black like Venom and Angus like Mr. Young of AC/DC, eschewing the Italian and Kosher meats for the marinated supremacy of The Black Angus Sirloin Steak Sandwich. I picked up one half of it and noticed that the meat and cut french fries made it look as if it was an angry, sneering, overconfident mob boss with a mouthful of cigars being confronted by the Punisher towards the end of a long story arc. ""What? You wanna play hero, huh? You think yer gonna stop me ya do-gooder sonovabitch?"" My imagination had nearly come unglued. The heat from the sandwich burned my fingers, causing me to drop it. The egg I ordered on it spilled out as if it was a tongue, taunting me like many a rough trade sandwich. That's when I realized something: You can take a Primanti's off the street and into the suburbs, but you can't take the street OUT of a Primanti's sandwich! It is a rumbler no matter where it is made, and B.A.S.S.S is certainly one of the baddest bad-ass sandwiches ever prepared. One a hell of an alleyway brawl, the Italian bread damn near disintegrated, frustrating me. I flipped it over several times to gain leverage, but once I did and tasted THOSE fries mingling with THAT chilled, sauerkraut-ish cole slaw, and the most seared and searing steak ever, I was suddenly a laborer on a truck in Pittsburgh during the Great Depression, grime on my face, one hand on the steering wheel, the other hand holding an entire meal between two bread slices. There's a reason for the renown, even if not every one ""gets"" it because it's not expensive or gourmet or New York or L.A. enough for them. It is a serious sandwich, one that could put Au Bon Pain out of commission forever if it felt like it. This alone was more than enough...but wait! They have chili too? Oh yes they do, and it's quite strong, not only in terms of quality but in terms of spice as well. *cough cough* Christ, it kicked like a mule, man, the cheese not cutting the heat a whole lot, the raw diced onion only aggravating matters. It's a soupy chili that has plenty of beans but isn't overrun with them for the purposes of being a filler, the amount of ground meat proving ample. Give this to me on a bitter winter day and watch me plow through 2 feet of snow afterwards. Primanti's chili is evidence that the chain has a bag of tricks apart from their famous sandwiches. Dessert was decent but quite obviously pre-fabricated. Kay's brother and his New York girlfriend (she LOVED the place by the way) ordered a brownie sundae that looked frozen then thawed via microwave magic (the ProTools of cooking), our pecan pie cut tasting like it. Is it that hard to bake your own pies and brownies? You've only got two desserts on your menu! For that I deduct a star. The urbanite in me wanted to dock them another for the feeling that something unnameable is missing. Perhaps its the idea of having a Primanti's in Moon Township. Contrived? Accessible. Ah, that's the word. Hey, if it acts as a calling-card, so be it. P.S. The NRA boycotted them. Bonus!",4-star
"It's one of my favorite places to eat in Pittsburgh! There is a big menu to choose from. Even though Primanti sandwiches are not the healthiest, there are healthier foods to choose from. FOOD: I always choose their fish sandwich(not the colossal one). Now if you're not familiar with Primanti's sandwiches, think about a sandwich using sliced Italian bread, with french fries, and coleslaw on top of the fried fish. The french fries are like boardwalk fries that are a bit soggy, and the coleslaw is vinegar based and sweet. It may not sound appetizing, but it's delicious! It's also a huge sandwich, so you may not be a pretty sight when eating a Primanti's sandwich. With your sandwich you can also get a slice of pizza for $1. You can't beat that! They're open late, so get Primanti's sandwich after a night of drinking!",5-star
Excellent everything! had the bolgnese and the veal hemingway. I've had most of the menu too. All delicious small traditional ambience.,5-star
"We tried Primo Tuscan Grille for the first time tonight and it was delicious! My husband and I both enjoyed our meals from start to finish, including dessert. So happy to add another restaurant onto our list. We will definitely return!",4-star
"Worst restaurant experience of my adult life! Valentines Day, I know, i know, can't judge a restaurant on Valentines Day, whatever, it was awful and I didn't even get to order. Ok, reso's made a month in advance, no mention of an abbreviated menu due to Valentines Day, one reason we chose Primo. We arrive and the maitre d/bartender/tennis pro doesn't say ""hello"", ""welcome"", ""Happy Valentines Day"" nope none of that just a rude ""name"". I give our name he immediately turns and walks away, my wife and I look at each other in wonder, he pops his head around the corner annoyed and gestures with his hand for us to come. He takes us to a rickety folding table crammed against the wall, I can barely fit in my seat, no menus and walks off without a word. Ugh. About 10 minutes later a waiter shows "" can I start you off with cocktails?"" Sure can we see a cocktail menu, 10 minutes later he arrives with the wine list drops it off keeps walking, I flag him down 5 minutes after being ignored and he comes over and says ""have you decided on a cocktail yet"" I inform him we still have no cocktail menu and we have been waiting a while with no water or food menus. Without a word he hands us two dirty some what wrinkled pieces of paper...the abbreviated menu. 5-6 items to choose from, nothing Italian and all price gouged. Again he walks away. I am losing my mind, my wife sees how visibly upset I am tries to calm me, we debate leaving but where are we gonna go on Valentines Day at 8 pm without reservations? 25 minutes at a cramped table with no menus, no water, no cocktails and no patience. We agree to leave rather continue to ruin our evening. I tell the waiter we cannot take this anymore and are out, his response...OK, can you believe that, ""ok""? Rude, crappy folding table, crappy menu, crappy service awful experience! Saving grace, downstairs Zio was able to accommodate us and turned a miserable night into a good night with my wife Check out my review of Zio's to hear their praises Heed my warning, stay away from Primo's",1-star
"Delicious food, excellent wine and superb service. I had the grouper fillet special and it was the best! The other 2 in our party had Italian entrees that were delicious. Cocktails, wine, fresh bread (hot from the oven), scrumptious desserts. The place was surprising empty despite the high quality of the food and service. We love supporting locally owned and operated restaurants and this one is a gem in the heart of Myers Park.",5-star
"Not sure where the bad reviews came from, but the food at this restaurant was AMAZING. I will come back and eat here again. Everyone in our party loved our meals.",5-star
"This restaurant should be not allowed to participate restaurant week as their food is not up to par. Bland and over dressed with creamy sauce. Salad was of course, underdressed. I left the restaurant with an upset stomach and empty wallet.",1-star
"Very dissapointing. The food was bland and lacked any flavor. It felt like canned items thrown onto a plate. This is my first time writing a negative review, but I had to speak up.",1-star
"Not sure how this place is still around. I too went on a Saturday night and there was no one else in the restaurant. My friends had gift certificates which is why I ended up here. The food is generic Italian, nothing special, the type of food you find in a tourist style restaurant in Little Italy. The table ordered calamari to start. Smallest calamari I have ever seen in my life. I joked with my friends that they must be organic. I had the stuffed chicken entree. The chicken was super bland and the sundried tomato filling looked like a paste from a can. It didn't taste good either. I did order a bottle of red wine (super Tuscan) that was pretty decent. It was slightly over $200 for 4 people... For a good dinner I don't mind spending $50 but was definitely not worth it at this place. There must be better Italian in Charlotte.",2-star
"What can I say other than this place just plain stinks. I usually do not give 1 star ratings but this place had it coming. We went there with friends for dinner and there were several issues. First of all the waitstaff were very snooty and unfriendly. I got the vibe this place was big for the local Myers Park crowd and the whole atmosphere smelled of rich arrogance, so I was a little put off from the start. Secondly, they need to learn how to cook Filet, Both myself and my buddy ordered the Filet, I ordered it medium rare and he ordered it well. The steaks came out cooked identical, both were cooked well done. For a place that seems so arrogant they need to work on their skills in the kitchen to back up the attitude. The third and final insult came with the french waiter there dropped a knife not only once but three times on my wife, all without apologizing. I was beginning to think they were trying to tell us to leave. Save your money, you can get a better steak at Longhorn without paying a premium.",1-star
"We were looking forward to going to this new restaurant. But the experience was less than ideal. I ordered the stuffed chicken which sounded delectable and really flavorful. But what I got was overcooked,dry chicken and very bland stuffing. My friend got the salmon, and she really enjoyed her meal. So she probably would give a different rating for this restaurant. But I won't be going back.",2-star
"Primo...Hmmmm the word means ""Male Cousin""..odd name for a restaurant. It is hidden away off Providence Rd..behind Boston Market...Upstairs..in a crooked floored second story. The restaurant was empty, we were pretty early at 5:30 PM but we were sat on a cold porch, in the very back of the room at a tiny - tiny two top table. The bus boy brought us water and a basket with unimpressive cold bread and butter. Never had heard much about Primo and it was Queens Feast so my daughter and I thought we would give it a try. We ordered a bottle of wine from Lodi, it was good, called Brazin a Zinfandel. My daughter and I decided to each try a different appetizer. She had the Shrimp St Thomas, it was 4 small shrimp on a plate with a very plain white mustard sauce. I ordered the Portebello Mushroom that had mozzarella and truffle oil..Mine was better than my daughters but still nothing impressive. We both ordered the Chopped Salad...not bad till I had to pull the long hair attached to a piece of blue cheese out of my mouth...done with the salad...We both ordered the Ribeye, odd choice for an Italian place but not too much Italian except Lobster Ravioli. The plate arrived and the meat looked attractive, the ICE CREAM SCOOP of Mashed Potatoes was not, however. My daughter took her first bite and pulled out a piece of metal wire..about 1/2 inch long. We told the waitress and she took it back to show the manager. The steak's flavor was good but the meat was not prime..mine was tough, and it was done rare plus so it should have been more tender. We did not eat any more of the mashed potatoes and they were not fresh, either frozen or boxed, and we were scared of finding more metal. The waitress brought our check, I asked her if the manager was going to come and talk with us about the metal and she said the manager was the owner and the chef all rolled into one..and he was very busy. Hmmmm too busy for a customer who got metal in their mashed potatoes??? Maybe he should have sent the ""Male Cousin"" over ! Glad this was just a 30.00 check for each of us..Not worth the 30...even.",1-star
"I know it is restaurant week and a Wednesday on top of that, but we decided to head out and give this place a try since there were two good reviews. SKIP this place and head uptown or Piedmont Row. I am not sure who our server was but he had zero interest in making the evening pleasant. He went through the motions and in one case tossed our steak knives on the plates and walked away. The food was better than average and the Super Tuscan wine was very good. We decided to order desserts after dinner and they came straight from the fridge to our table. I was hoping to find a gem in this place.",2-star
"We stopped at the bar for a drink after going to Boston Market & were pleasantly surprised to find it a beautiful Italian restaurant! We made reservations for dinner on another night through Open Table. We stopped in at the bar before our table was ready & Christine was very helpful & charming to talk to. The restaurant itself is traditionally decorated with big, softly colored murals & appropriately dim lighting. Every seat seems to be a good one. Although there are some tables along the front window, you don't get to take in the beautiful restaurant (& people) This is definitely a dress-up restaurant! Sedate & beautiful dresses on the ladies (no slacks!) & sports coats on the gents. A soft bread & large, tasty crackers came first. We started dinner with a bottle of the Caposaldo Prosecco, which we enjoyed while waiting for our appetizers of the Onion Soup & Escargot. They were both delicious. Sweetie got the Angel Hair Pasta with shrimp, basil & garlic Aglio Olio. It was yummy. I got the crab cakes & they were mostly lump crabmeat with barely anything holding it together which is the way I like them. A good aioli came with it and a small side of fresh veggies. They were the best crabcakes I've had in Charlotte so far. Our waiter was mostly efficient, & we didn't have to wait for anything & he kept checking on us. I think his name was Noor. The menu itself has a good selection of traditional Italian items & we would go again! Mangia, Charlotte!",4-star
"Will never go again. Went based off a review about this restaurant that really hyped out this place. What a let down due to the food. You can tell that this is a OLD restaurant with a very OLD clientele who are use to the OLD way of doing things. Now don't get me wrong, I'm a strong believer of 'if ain't broke, don't fix it.' But I could totally see this place featured on FOX Kitchen Nightmares. Lets focus on the good: Great service, speedy food service and great wine list. The bad: Old furniture, plates, glasses, decor and horrible paint job. Made me not want to eat, I was worried that I might catch something. Lastly, the driest chicken, and steak me and my date ever had.",1-star
"Wow, I was so unimpressed. We chose Primo for our Anniversary and to experience their Restaurant Week menu. We arrived for our reservation, were greeted and promptly seated. We then waited, waited, and after about 5 minutes (sorry timed it) we were greeted by the server. The restaurant was not full and I feel there was no excuse for the delay. Once greeted we ordered a cocktail and were briefed on the menu. Little did we know my mother-in-law visited the restaurant personally that day and purchased us a glass of champagne to celebrate our anniversary. NEVER RECEIVED THE CHAMPAGNE. The food arrived and was just OK. The appetizers were nothing special, the salad was just ok, and the entrée while the veal and steak were good the risotto with the veal was not a good compliment. Restaurant Week is designed to showcase your restaurant so others will want to return. I can't trust the food or service will be any better when they are not showcasing than when they are.",1-star
Updated review! We love the wings here! The recent renovations are beautiful! Changed from a 4 to a 5 because the sound inside is so much better! Looking forward to my next visit.,5-star
"Tonight was our first time at Roma and we're glad we came! Zero wait to be seated at 7pm on a Saturday. We first thought it was just a bar and then we noticed the other entrance to the restaurant. Little confusing entrance. It was just remodeled and it's nice inside. The food was good and we had so much leftover. Hubby got the veal parm and it came w a salad, bread knots, and fries. Service very friendly too. Our kids loved it and want to come back!",5-star
"****Bar review only**** My husband and I were in town for Thanksgiving and met a friend of mine and her boyfriend here (their choice) for after dinner drinks. It was not crowded at all around 8:30pm on the day after Turkey Day. The special was $3 captains but all of us went for beer instead. I like the craft variety as opposed to the usual suspects at places like this-Miller lite, bud light, coors light, Yuengling-and there were a couple of options. The first bartender was pretty terrible and couldn't list the IPAs they had (after telling me they had 2), went over to check them and reported back to me, and then came back and said she read them wrong and wanted to make sure I still wanted one of them but still could only tell me the brewery they were from and not the full name. Odd. The later bartender at least kept the glass full when I wanted another one. So Friday night is karaoke and it was......well, hopefully no one that did it actually thinks they have a future on The Voice. The song choices were pretty terrible too ranging from country to Christmas songs. I would not have chosen to come here on my own but I am glad my friend chose here because it's a non-smoking bar (Yep, in PA they still have bars you can smoke in) so there's that. Maybe their food is better......",2-star
"I haven't been to Roma in a few years....... my loss, everything was great. I had the Ziti with peppers, onion and Hot Sausage and my lovely wife had the small cheese pizza and everything was delicious! We will be sure to come again in the near future.",5-star
"I. Had their version of Stromboli. Definitely not impressed. Nothing like the Stromboli I am used to. It didn't even have any salami or pepperoni in it. Just ham, lettuce, tomato, and mozzarella.",1-star
"Don't order delivery. Over an hour after a 40 minute quote, and I live less than 4 miles from the restaurant. Previous pizzas have been burnt.",1-star
"Had Gene Marie in catering cater a party for my family a couple of weeks ago and went to pick it up day of and she insisted we canceled the order...nothing was ready they had to make everything from scratch and the food was HOURS late. She kept blaming it on my family and being super rude, after we had text messages to confirm that she said food would be ready for the date and time we had scheduled. It was absolutely horrible she was so rude and will NOT be planning any more catering orders through her from that party on. DO NOT RECOMMEND. If I could give 0 stars I would.",1-star
"Hadn't gone there in a long time, too hot to cook so decided on pizza. Called in our order, nothing hard, medium cheese pizza, 4 slice Sicilian and there Roma puffs. Had to wait for my order even though I got there when they said it would be ready, the take out pick up area reeks of cigarette smoke. I could hardly breathe. Everything was hot when I brought it home. The pizza was ok, nothing special, the Sicilian was over cooked, burnt on the edges and the biggest disappointment was the puffs. Someone forget to put the cheese on them so it was just fried dough with watery sauce. Very disappointed. It must have been a slow night because 3 waitresses were sitting outside having a loud conversation and cursing for the customers.",2-star
"The FOOD is wonderful. The woman who works the take-out/catering counter? Unbelievable. Watched her cuss out a customer in front of me, then tried to get into it with me. I had my proof of purchase, I just wanted to pick up the food for my brother's engagement party. I was in there ten minutes longer than necessary because she kept attempting to start an argument about ""WPXI coupons"". I'll skip the drama and get my next party catered somewhere where I'm treated with kindness and respect.",1-star
"Great daily buffet. I had Roma's cater my husband's retirement party and everyone raved about the food, I was so happy. Great people and great food.",5-star
